SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
MAHKTECH, EQ, 09-Jan-2023,15.92,16.14,16.47,16.05,16.05,16.12,16.23,505606,82.07,1061,385533,76.25
MAHLIFE, EQ, 09-Jan-2023,362.95,366.95,366.95,358.3,361.45,360.4,362.41,30911,112.02,2698,16473,53.29
MAHLOG, EQ, 09-Jan-2023,487.85,488,502.35,486.2,495.5,495.6,492.15,25582,125.9,2861,11817,46.19
MAHSCOOTER, EQ, 09-Jan-2023,4476.3,4480.05,4578.45,4453.4,4533.65,4505.3,4528.75,6981,316.15,1868,4269,61.15
MAHSEAMLES, EQ, 09-Jan-2023,318.6,320.1,330.95,318.25,328,329.8,327.4,302371,989.97,9561,160350,53.03
MAITHANALL, EQ, 09-Jan-2023,1077.3,1085,1097,1050,1051.1,1053.2,1069.29,38758,414.43,4662,19755,50.97
MAKS, SM, 09-Jan-2023,37,38.85,38.85,38.5,38.85,38.85,38.82,78000,30.28,12,36000,46.15
MALLCOM, EQ, 09-Jan-2023,703.3,710.05,727.4,700,714.95,707.75,710.82,1849,13.14,585,881,47.65
MALUPAPER, EQ, 09-Jan-2023,38.65,39,39.95,38.6,38.6,38.8,39.3,31560,12.4,508,18094,57.33
MAM150ETF, EQ, 09-Jan-2023,11.9,11.96,12.03,11.92,12,12.01,12.01,428797,51.51,444,385177,89.83
MAMFGETF, EQ, 09-Jan-2023,83.49,84.08,84.33,84,84.26,84.26,84.23,3335,2.81,81,2378,71.3
MAN50ETF, EQ, 09-Jan-2023,186.75,187.75,189.49,187.07,188.59,188.65,188.83,27707,52.32,121,25797,93.11
MANAKALUCO, EQ, 09-Jan-2023,22.5,22.95,23.4,22.2,22.5,22.75,22.7,44959,10.2,719,25084,55.79
MANAKCOAT, EQ, 09-Jan-2023,17.75,18.15,18.15,17.65,17.95,17.9,17.85,12223,2.18,195,6484,53.05
MANAKSIA, EQ, 09-Jan-2023,75.15,77.4,77.4,74.95,75.4,75.1,75.44,14623,11.03,446,9221,63.06
MANAKSTEEL, EQ, 09-Jan-2023,35.45,36,36.85,35.5,35.85,35.8,36.15,65980,23.85,536,28046,42.51
MANALIPETC, EQ, 09-Jan-2023,80.75,81.4,82,80.5,81.15,80.9,81.29,185306,150.64,3016,98526,53.17
MANAPPURAM, EQ, 09-Jan-2023,118.5,120,121.9,118.7,121.65,121.6,120.9,4671109,5647.51,28939,1478543,31.65
MANGALAM, EQ, 09-Jan-2023,132.9,132.25,133.9,130.55,131.9,131.4,131.99,16241,21.44,440,10003,61.59
MANGCHEFER, EQ, 09-Jan-2023,85.55,86.4,87.3,85.3,86,86.15,86.25,289685,249.84,2045,185207,63.93
MANGLMCEM, EQ, 09-Jan-2023,294.9,298.75,298.75,292.5,296.5,294.15,294.7,14538,42.84,979,9183,63.17
MANINDS, EQ, 09-Jan-2023,79.35,80,80.75,79.4,80.2,79.8,80.05,46800,37.47,1041,28667,61.25
MANINFRA, EQ, 09-Jan-2023,72.9,73.35,75.85,72.9,73.2,73.45,73.68,161485,118.99,2407,77582,48.04
MANORAMA, EQ, 09-Jan-2023,1026.9,1064,1064,1022.8,1025.25,1029.1,1036.96,1495,15.5,354,865,57.86
MANORG, EQ, 09-Jan-2023,499.6,502,515,490.7,495.5,497.8,503.09,19190,96.54,1070,13252,69.06
MANUGRAPH, EQ, 09-Jan-2023,15.65,15.9,16.7,15.35,16.2,16.1,16.04,20768,3.33,179,11070,53.3
MANXT50, EQ, 09-Jan-2023,422.51,423.7,426.3,423.7,426.25,426.22,426.2,4713,20.09,37,4709,99.92
MANYAVAR, EQ, 09-Jan-2023,1299.4,1300,1327,1300,1326.1,1311.45,1316.36,219140,2884.67,16460,195759,89.33
MAPMYINDIA, EQ, 09-Jan-2023,1027.9,1038.8,1045,1029,1035,1038.05,1037.38,33946,352.15,3870,12384,36.48
MARALOVER, EQ, 09-Jan-2023,63.85,64.95,66,63.9,64.7,65.05,65.23,44611,29.1,500,11752,26.34
MARATHON, EQ, 09-Jan-2023,228.3,229.1,236,228.45,228.45,230.2,232.88,17834,41.53,684,13111,73.52
MARICO, EQ, 09-Jan-2023,513.05,514.9,520.45,513.1,514.95,514.95,515.72,590344,3044.51,18456,360253,61.02
MARINE, EQ, 09-Jan-2023,39.45,40.2,42,40.2,40.6,40.55,41.05,1480327,607.61,6624,820258,55.41
MARKSANS, EQ, 09-Jan-2023,58.3,58.55,60,58,59.8,59.5,58.85,1330402,782.99,5625,640113,48.11
MARSHALL, EQ, 09-Jan-2023,26.25,26.8,27,26.25,26.25,26.3,26.64,16926,4.51,123,9029,53.34
MARUTI, EQ, 09-Jan-2023,8383.05,8424.85,8446.95,8325.1,8380,8377,8385.69,613406,51438.33,92471,390583,63.67
MASFIN, EQ, 09-Jan-2023,814.05,826.15,835,804.3,812.9,808,818.37,19222,157.31,3800,4290,22.32
MASKINVEST, BE, 09-Jan-2023,72.8,74.95,74.95,69.2,69.2,69.2,69.55,1922,1.34,54, -, -
MASPTOP50, EQ, 09-Jan-2023,25.76,26.14,26.14,25.46,25.6,25.53,25.6,319784,81.87,771,225942,70.65
MASTEK, EQ, 09-Jan-2023,1691.1,1691.1,1740,1691.1,1723.95,1722.75,1722.33,54826,944.28,8041,18660,34.03
MATRIMONY, EQ, 09-Jan-2023,578.05,578.05,579.9,567.5,570.05,571.15,572.13,5060,28.95,995,3451,68.2
MAWANASUG, EQ, 09-Jan-2023,95.15,95.8,98.2,95,95.5,95.3,96.51,175589,169.47,2929,67058,38.19
MAXHEALTH, EQ, 09-Jan-2023,433.35,437.5,453,434.25,451,451.15,445.15,1901056,8462.53,69834,1125248,59.19
MAXIND, EQ, 09-Jan-2023,99,100.4,102.65,98.95,100.35,100.15,100.76,126633,127.59,2895,70177,55.42
MAXVIL, EQ, 09-Jan-2023,151.1,152.5,159.45,149,154.9,157.65,156.15,630073,983.88,2597,562252,89.24
MAYURUNIQ, EQ, 09-Jan-2023,422.15,418,429,413,413,414.7,421.42,39869,168.02,2282,10633,26.67
MAZDA, EQ, 09-Jan-2023,658.2,662.7,665,645.05,647.5,646.3,655.33,2000,13.11,594,1070,53.5
MAZDOCK, EQ, 09-Jan-2023,802.85,809.3,826.3,806,808,809.5,814.84,1670022,13607.93,34129,193337,11.58
MBAPL, BE, 09-Jan-2023,548.15,552.9,555.9,544.9,554.5,553.8,548.61,9487,52.05,403, -, -
MBECL, BE, 09-Jan-2023,3.75,3.85,3.85,3.6,3.7,3.65,3.62,148110,5.36,131, -, -
MBLINFRA, EQ, 09-Jan-2023,25.05,25.7,25.85,23.75,24.05,24.15,24.77,192043,47.57,1131,116805,60.82
MCDOWELL-N, EQ, 09-Jan-2023,856.5,860.8,866.9,857.55,862.65,863.1,861.96,535278,4613.9,33850,291224,54.41
MCL, EQ, 09-Jan-2023,30.35,30.35,31.35,29.35,29.55,29.9,30.03,23877,7.17,208,12078,50.58
MCLEODRUSS, EQ, 09-Jan-2023,29,29.3,29.5,28.85,29.25,29,29.14,233250,67.98,905,175224,75.12
MCX, EQ, 09-Jan-2023,1444,1451.25,1464.5,1428,1437.8,1437.85,1444.68,141548,2044.92,12156,51255,36.21
MEDANTA, EQ, 09-Jan-2023,457.3,459.6,462,452.4,458.1,457.1,457.05,135658,620.02,7306,73447,54.14
MEDICAMEQ, EQ, 09-Jan-2023,832.65,839.25,888,801.1,880,840.9,827.38,24598,203.52,1593,7675,31.2
MEDICO, BE, 09-Jan-2023,336,346.85,346.85,324,335,331.25,329.74,31405,103.55,251, -, -
MEDPLUS, EQ, 09-Jan-2023,603.95,613,628,608.15,623.9,622.1,621.32,99697,619.44,8555,28734,28.82
MEGAFLEX, SM, 09-Jan-2023,39.5,42.9,44.95,40.15,40.15,40.15,41.96,27000,11.33,9,18000,66.67
MEGASOFT, EQ, 09-Jan-2023,32.05,32.15,32.5,31.55,31.6,31.8,32.01,62586,20.03,416,40644,64.94
MEGASTAR, EQ, 09-Jan-2023,226.2,229,229.8,218,218.5,218.95,220.63,13884,30.63,528,7375,53.12
MELSTAR, BZ, 09-Jan-2023,3.15,3.25,3.3,3,3.1,3.1,3.03,4365,0.13,22, -, -
MENONBE, EQ, 09-Jan-2023,99.8,103,104.8,101.05,104.4,103.9,103.18,77614,80.08,1843,49594,63.9
MEP, EQ, 09-Jan-2023,20,20.45,20.7,19.5,20,19.9,20.19,743870,150.16,1062,452478,60.83
MERCATOR, BE, 09-Jan-2023,1.1,1.1,1.1,1.05,1.1,1.05,1.07,315519,3.38,224, -, -
METALFORGE, BZ, 09-Jan-2023,4.1,3.9,4.05,3.9,4.05,4.05,3.92,1784,0.07,14, -, -
METROBRAND, EQ, 09-Jan-2023,862.95,864.95,891.95,861.05,876.55,885.95,880.15,179375,1578.77,16648,86872,48.43
METROPOLIS, EQ, 09-Jan-2023,1330.4,1337.1,1363.6,1332,1362,1360.55,1357.16,140936,1912.73,8853,68185,48.38
MFL, EQ, 09-Jan-2023,1201.8,1207.85,1224,1198.55,1208,1217.3,1213.52,31860,386.63,5058,18199,57.12
MFSL, EQ, 09-Jan-2023,741.55,750,750,728.15,739,740.05,736.9,1001593,7380.72,33725,524790,52.4
MGEL, EQ, 09-Jan-2023,33.5,34,36.95,33.5,33.6,34.3,35.29,1295038,456.95,3190,365238,28.2
MGL, EQ, 09-Jan-2023,859.55,863.85,872.65,863.85,871.95,869.4,868.73,117381,1019.72,5752,32956,28.08
MHLXMIRU, EQ, 09-Jan-2023,222.4,227,228.9,218.55,227.9,224.95,224.16,39047,87.53,2594,14968,38.33
MHRIL, EQ, 09-Jan-2023,260.05,261.9,264.5,257.9,260,259.8,261.16,246984,645.02,5293,137564,55.7
MICEL, BE, 09-Jan-2023,13,12.4,13.6,12.35,13.5,13.4,12.58,439806,55.35,792, -, -
MID150BEES, EQ, 09-Jan-2023,121.18,121.28,122.48,121.25,122.07,122.01,121.83,194148,236.52,2729,118467,61.02
MIDHANI, EQ, 09-Jan-2023,218.4,219.5,222.4,213,215.9,215.55,217.55,241496,525.38,5227,115917,48
MINDACORP, EQ, 09-Jan-2023,213.75,214.9,223.8,214.85,218.2,219.8,220.06,557816,1227.56,11132,210728,37.78
MINDPOOL, SM, 09-Jan-2023,103.8,108.95,108.95,108.95,108.95,108.95,108.95,12000,13.07,3,12000,100
MINDSPACE, RR, 09-Jan-2023,342.25,343.9,343.9,338.27,341.5,341.95,341.22,49973,170.52,6514,40154,80.35
MINDTECK, EQ, 09-Jan-2023,138.3,138.7,142.9,137.8,140,141.7,140.7,21638,30.45,556,14909,68.9
MIRCELECTR, EQ, 09-Jan-2023,17.75,18,18.1,17.6,17.75,17.7,17.83,290103,51.73,712,208926,72.02
MIRZAINT, EQ, 09-Jan-2023,232.8,235.45,235.95,229.4,229.55,230.25,231.26,192534,445.25,8483,76901,39.94
MITCON, EQ, 09-Jan-2023,61.15,59.2,63,59.2,59.5,59.75,62.24,52794,32.86,406,46565,88.2
MITTAL, EQ, 09-Jan-2023,12.9,12.95,13.3,12.4,12.4,12.55,12.82,41544,5.32,225,28702,69.09
MKPL, SM, 09-Jan-2023,2213.05,2318,2318,2250,2250,2250,2284,1000,22.84,2,1000,100
MMFL, EQ, 09-Jan-2023,823.55,823,844.05,823,840,840.45,836.21,7833,65.5,905,4914,62.73
MMP, EQ, 09-Jan-2023,133.05,134.85,134.85,131.05,133,132.8,133.04,9299,12.37,251,7080,76.14
MMTC, EQ, 09-Jan-2023,35.95,35.95,36.75,35.95,36.3,36.3,36.28,1217285,441.59,3775,367927,30.23
MODIRUBBER, BE, 09-Jan-2023,71.7,74.4,74.4,71,73.5,73.35,73.31,1821,1.33,22, -, -
MODISONLTD, EQ, 09-Jan-2023,67.35,66,68.25,66,67.4,67.7,67.5,14078,9.5,240,9948,70.66
MOGSEC, EQ, 09-Jan-2023,50.18,50.25,50.33,50.23,50.29,50.23,50.3,917,0.46,19,595,64.89
MOHEALTH, EQ, 09-Jan-2023,23.29,23.4,23.4,23.1,23.3,23.3,23.16,128,0.03,9,116,90.63
MOHITIND, EQ, 09-Jan-2023,16.85,17.25,17.25,15.3,16.15,16.3,16.46,13303,2.19,129,10390,78.1
MOHOTAIND, BZ, 09-Jan-2023,5.55,5.55,5.7,5.3,5.5,5.5,5.31,5779,0.31,40, -, -
MOIL, EQ, 09-Jan-2023,166.05,167.75,171.1,165,167,168.45,169.38,487157,825.15,11601,234535,48.14
MOKSH, EQ, 09-Jan-2023,12.15,12.1,12.9,12,12.1,12.05,12.23,119246,14.58,454,87077,73.02
MOL, EQ, 09-Jan-2023,108.05,108.55,109.6,108,108.55,108.45,108.84,284507,309.67,2705,137663,48.39
MOLDTECH, EQ, 09-Jan-2023,155,156.8,158.7,146.05,152.55,153.4,153.13,138407,211.94,3102,69428,50.16
MOLDTKPAC, EQ, 09-Jan-2023,980.1,982,994.8,982,983.6,987.75,987.25,21611,213.35,4246,10135,46.9
MOLOWVOL, EQ, 09-Jan-2023,24.99,24.25,25.34,24.25,25.26,25.25,25.17,4570,1.15,66,1253,27.42
MOM100, EQ, 09-Jan-2023,33.41,33.51,33.8,33.35,33.55,33.5,33.53,61627,20.67,925,36207,58.75
MOM50, EQ, 09-Jan-2023,179.55,178.87,182.82,178.87,181.32,181.96,181.48,3421,6.21,68,3266,95.47
MOMENTUM, EQ, 09-Jan-2023,19.33,19.33,19.9,19.33,19.59,19.49,19.68,721,0.14,39,711,98.61
MOMOMENTUM, EQ, 09-Jan-2023,38.82,38.85,39.27,38.85,39.17,39.03,39.14,6236,2.44,89,4464,71.58
MON100, EQ, 09-Jan-2023,87.58,88.53,89.95,88.01,89.42,89.52,89.25,983439,877.76,6398,638591,64.93
MONARCH, EQ, 09-Jan-2023,334.4,337.7,345,335.15,342.9,338.15,340.01,54965,186.89,351,51538,93.77
MONQ50, EQ, 09-Jan-2023,51.47,52.69,52.69,51.5,51.9,51.92,51.8,23411,12.13,204,16723,71.43
MONTECARLO, EQ, 09-Jan-2023,683.05,694,697.1,664,674.5,669.1,680.39,43190,293.86,5203,15481,35.84
MOQUALITY, EQ, 09-Jan-2023,119.83,120.68,121.99,120.68,121.05,121.05,121.25,441,0.53,16,9,2.04
MORARJEE, EQ, 09-Jan-2023,23.45,23.95,23.95,22.15,22.6,22.55,22.77,77753,17.7,418,53760,69.14
MOREPENLAB, EQ, 09-Jan-2023,34.75,35,35.15,32.65,33.2,33.2,33.45,8607252,2879.36,20462,2338518,27.17
MOTHERSON, EQ, 09-Jan-2023,75.3,75.9,77.25,75.8,76.95,76.95,76.8,10223954,7851.79,42101,6806205,66.57
MOTILALOFS, EQ, 09-Jan-2023,702.4,704,715.8,704,713,713.65,711.94,116983,832.85,3795,88561,75.7
MOTOGENFIN, EQ, 09-Jan-2023,26.15,27.75,27.75,26,26,26.05,26.2,10416,2.73,114,8954,85.96
MOVALUE, EQ, 09-Jan-2023,49.46,50,50.4,50,50.4,50.4,50.37,22,0.01,10,18,81.82
MOXSH, ST, 09-Jan-2023,118.85,119,120.75,113.1,114,114.45,115.22,27200,31.34,34,26400,97.06
MPHASIS, EQ, 09-Jan-2023,1977.7,1990.95,2028.95,1986.85,1997,1999.5,2004.81,335236,6720.83,24243,164934,49.2
MPSLTD, EQ, 09-Jan-2023,895.6,888.8,981.05,888.75,980,963.6,945.37,60609,572.98,8228,33849,55.85
MPTODAY, SM, 09-Jan-2023,56,58.8,58.8,56,56.5,56.5,58.17,46000,26.76,14,44000,95.65
MRF, EQ, 09-Jan-2023,93141.5,93600,93998.75,92902,93450,93447.6,93403.81,8191,7650.71,5831,1879,22.94
MRO-TEK, EQ, 09-Jan-2023,58.8,58.8,61.5,58.8,61.5,61.35,60.93,3820,2.33,77,2722,71.26
MRPL, EQ, 09-Jan-2023,55.35,55.65,56.35,55.6,55.85,55.9,55.92,877222,490.53,3364,345631,39.4
MSPL, EQ, 09-Jan-2023,9.75,9.9,9.9,9.5,9.65,9.6,9.7,263982,25.6,520,149190,56.52
MSTCLTD, EQ, 09-Jan-2023,293.25,295,298.7,293.7,296.5,295.2,296.35,107423,318.35,3648,38564,35.9
MSUMI, EQ, 09-Jan-2023,55.1,55.7,56.1,54.95,55.55,55.6,55.72,6615801,3686.44,25066,5306045,80.2
MTARTECH, EQ, 09-Jan-2023,1623.7,1644,1654.15,1601.05,1605.05,1607.95,1629.34,169021,2753.92,14172,74643,44.16
MTEDUCARE, BE, 09-Jan-2023,7.15,7.15,7.15,6.8,6.8,6.8,6.88,192278,13.23,289, -, -
MTNL, EQ, 09-Jan-2023,24.6,24.8,26.45,24.75,25.5,25.6,25.51,10616587,2708.31,11615,1185382,11.17
MUKANDLTD, EQ, 09-Jan-2023,131.45,132.55,133.9,124.95,126.25,127.2,128.73,392695,505.5,4623,197495,50.29
MUKTAARTS, EQ, 09-Jan-2023,54.35,54.8,55,54.35,55,55,54.83,4444,2.44,52,4141,93.18
MUNJALAU, EQ, 09-Jan-2023,49.85,50.8,51.25,49.1,49.35,49.55,50.17,125874,63.15,1419,65753,52.24
MUNJALSHOW, EQ, 09-Jan-2023,99.2,99.75,101,99.3,100,100.1,100.21,15872,15.9,383,8425,53.08
MURUDCERA, EQ, 09-Jan-2023,41,41.7,41.8,40.5,40.8,40.75,41.24,57363,23.65,565,33141,57.77
MUTHOOTCAP, EQ, 09-Jan-2023,272.8,273.15,273.7,262.5,263.3,263.75,267.17,68983,184.3,1786,44222,64.11
MUTHOOTFIN, EQ, 09-Jan-2023,1072.25,1074.15,1086.1,1073,1075,1076.85,1079.44,615045,6639.03,19062,391819,63.71
MWL, SM, 09-Jan-2023,108.9,107.95,107.95,107.95,107.95,107.95,107.95,1200,1.3,1,1200,100
NACLIND, EQ, 09-Jan-2023,98.75,98.75,102,97.05,98.5,98.55,99.53,335878,334.3,4496,159702,47.55
NAGAFERT, EQ, 09-Jan-2023,10.85,10.4,11.3,10.35,10.35,10.35,10.39,772955,80.31,435,583700,75.52
NAGREEKCAP, EQ, 09-Jan-2023,17.85,18.1,18.45,17.1,17.1,17.1,17.45,5441,0.95,96,3656,67.19
NAGREEKEXP, EQ, 09-Jan-2023,40.65,41,41,39.55,40.3,40,40.25,3135,1.26,82,2295,73.21
NAHARCAP, EQ, 09-Jan-2023,304.8,308,313.3,304.2,305.1,305.3,308.46,9649,29.76,1673,3535,36.64
NAHARINDUS, EQ, 09-Jan-2023,107.55,109.9,110.45,106,106.55,106.95,108.14,43050,46.55,431,29052,67.48
NAHARPOLY, EQ, 09-Jan-2023,258.75,259.1,263.9,256.55,258,258.3,259.52,5839,15.15,370,3173,54.34
NAHARSPING, EQ, 09-Jan-2023,279.1,282.35,284.4,278.6,280.7,281.05,281.08,22336,62.78,1094,14780,66.17
NAM-INDIA, EQ, 09-Jan-2023,250.3,251.2,252.3,247.3,250,250.5,250.51,241323,604.53,7716,109547,45.39
NARMADA, EQ, 09-Jan-2023,23.45,24.25,24.25,23.1,23.1,23.4,23.52,5305,1.25,71,1837,34.63
NATCOPHARM, EQ, 09-Jan-2023,553.1,555.55,557.8,550.1,550.5,551.65,553.84,115655,640.55,9124,77828,67.29
NATHBIOGEN, EQ, 09-Jan-2023,158.2,158,162.45,158,162.45,161.6,161.31,10450,16.86,333,6754,64.63
NATIONALUM, EQ, 09-Jan-2023,81.3,82.6,83.95,82.5,83.15,83.25,83.19,14635336,12175.26,34219,5512294,37.66
NATNLSTEEL, BE, 09-Jan-2023,3.7,3.7,3.7,3.55,3.55,3.55,3.57,14967,0.53,43, -, -
NAUKRI, EQ, 09-Jan-2023,3687.05,3705.5,3748.85,3637.05,3670.95,3671.3,3687.32,285422,10524.43,39698,90753,31.8
NAVA, EQ, 09-Jan-2023,256.6,259,259.95,251,252,252.85,255.65,647794,1656.07,10299,248920,38.43
NAVINFLUOR, EQ, 09-Jan-2023,3862.9,3899.5,3970,3880.05,3955,3955.15,3937.1,161126,6343.69,13189,103461,64.21
NAVKARCORP, EQ, 09-Jan-2023,62.75,63.15,63.85,61.7,62.75,62.85,63.16,451509,285.16,3327,154420,34.2
NAVNETEDUL, EQ, 09-Jan-2023,117.6,118.5,119.9,116.85,117.2,117.3,118.1,96145,113.55,1699,51002,53.05
NAZARA, EQ, 09-Jan-2023,575.9,577,585.55,571.15,572.6,574.1,578.19,109399,632.53,5953,37245,34.05
NBCC, EQ, 09-Jan-2023,38.6,38.9,39.4,38.4,39.15,39.1,38.88,3734275,1451.74,9729,1657635,44.39
NBIFIN, EQ, 09-Jan-2023,1644,1698.25,1699,1690,1699,1698.9,1697.15,19,0.32,8,10,52.63
NCC, EQ, 09-Jan-2023,94.15,94.65,95.5,92.5,93.35,93.55,93.82,5154284,4835.64,17552,1769815,34.34
NCLIND, EQ, 09-Jan-2023,173.65,174.65,175.7,171.7,172.1,172.45,173.43,50683,87.9,958,33603,66.3
NDGL, EQ, 09-Jan-2023,1342.3,1435.75,1436.35,1380.05,1399.9,1397.6,1414.3,94,1.33,42,41,43.62
NDL, EQ, 09-Jan-2023,25.1,25.9,25.9,24.5,24.8,24.75,25.02,58320,14.59,482,32003,54.87
NDRAUTO, EQ, 09-Jan-2023,585.05,593.65,600,587.55,589,589.05,593.57,4806,28.53,530,3133,65.19
NDTV, EQ, 09-Jan-2023,318.5,324,325,305.25,309,308.2,313.87,655131,2056.29,10467,349951,53.42
NECCLTD, EQ, 09-Jan-2023,25.5,25.55,26.35,25.3,26,25.7,25.8,61462,15.86,303,42106,68.51
NECLIFE, EQ, 09-Jan-2023,23,23.2,23.65,22.7,22.85,22.85,23.07,311901,71.96,1620,171277,54.91
NELCAST, EQ, 09-Jan-2023,113.95,114.2,121.9,111.95,119.65,120.4,118.45,1947340,2306.59,18662,600553,30.84
NELCO, EQ, 09-Jan-2023,676.25,686,688.5,669.05,678.85,674.2,677.53,37837,256.36,3363,21539,56.93
NEOGEN, EQ, 09-Jan-2023,1248.75,1248.75,1254,1240,1250,1249.6,1248.17,15151,189.11,1759,11132,73.47
NESCO, EQ, 09-Jan-2023,610.25,608.05,615.8,605.5,607,607.9,611.02,21117,129.03,3157,12378,58.62
NESTLEIND, EQ, 09-Jan-2023,19885.25,19934.95,20164.3,19896.5,20005,20085.7,20057.95,36144,7249.74,13307,19996,55.32
NETF, EQ, 09-Jan-2023,187.46,185.16,190.71,185.16,189.86,189.86,189.12,1685,3.19,65,1033,61.31
NETWORK18, EQ, 09-Jan-2023,65.4,65.95,66.05,64.45,64.7,64.75,65.1,677445,441.04,2926,376384,55.56
NEULANDLAB, EQ, 09-Jan-2023,1768.4,1769.9,1787.45,1719.1,1719.1,1729.2,1740.25,35636,620.15,4151,24478,68.69
NEWGEN, EQ, 09-Jan-2023,362,362.55,375.95,362.55,365,366.55,369.81,75919,280.76,5687,39917,52.58
NEXTMEDIA, BE, 09-Jan-2023,6.45,6.6,6.65,6.15,6.4,6.4,6.25,15709,0.98,39, -, -
NFL, EQ, 09-Jan-2023,73.2,74.5,76.45,73.15,73.4,73.65,74.56,7297515,5440.99,19862,1416719,19.41
NGIL, EQ, 09-Jan-2023,83.35,83.35,84,82.55,83.45,83.4,83.29,7651,6.37,182,5538,72.38
NGLFINE, EQ, 09-Jan-2023,1514.25,1475,1540.95,1475,1519,1528.05,1522.89,1515,23.07,385,862,56.9
NH, EQ, 09-Jan-2023,712.7,712.7,723,708.1,720.4,719.85,717.53,157951,1133.35,7337,112280,71.09
NHAI, N2, 09-Jan-2023,1135,1136,1137,1135.99,1136,1136,1136.16,1217,13.83,30,1177,96.71
NHAI, N4, 09-Jan-2023,1103,1102.5,1102.5,1102.5,1102.5,1102.5,1102.5,100,1.1,1,100,100
NHAI, N6, 09-Jan-2023,1250,1264,1264,1250,1250,1250,1257,50,0.63,3,25,50
NHAI, N8, 09-Jan-2023,1105,1105,1105.05,1102,1102,1103.05,1103.38,1086,11.98,9,1086,100
NHAI, N9, 09-Jan-2023,1190,1190,1190,1190,1190,1190,1190,1555,18.5,3,1555,100
NHAI, NA, 09-Jan-2023,1191,1191.01,1192,1191,1191.01,1191.18,1191.14,230,2.74,11,200,86.96
NHAI, ND, 09-Jan-2023,1155,1156.5,1156.5,1156.5,1156.5,1156.5,1156.5,1,0.01,1,1,100
NHAI, NE, 09-Jan-2023,1159,1162,1162,1160,1160,1160,1160.19,885,10.27,7,885,100
NHBTF2014, N4, 09-Jan-2023,5150,5150,5150,5135,5135,5135,5145,30,1.54,3,30,100
NHBTF2014, N6, 09-Jan-2023,6600,6569.99,6570,6569.99,6570,6570,6570,20,1.31,2,20,100
NHBTF2023, N6, 09-Jan-2023,6225,6225,6225,6225,6225,6225,6225,19,1.18,1,19,100
NHIT, N1, 09-Jan-2023,310.19,311,311,310.19,310.4,310.4,310.39,3731,11.58,20,3622,97.08
NHIT, N2, 09-Jan-2023,310.85,309.37,310.99,309.37,310.75,310.75,310.49,511,1.59,14,501,98.04
NHIT, N3, 09-Jan-2023,415.23,415.11,415.85,415.1,415.3,415.3,415.22,1158,4.81,16,1157,99.91
NHPC, EQ, 09-Jan-2023,39.55,39.75,39.75,39.2,39.25,39.3,39.44,8260924,3258.32,15914,6376112,77.18
NHPC, N4, 09-Jan-2023,1085.11,1065.91,1065.91,1065.91,1065.91,1065.91,1065.91,100,1.07,1,100,100
NHPC, N5, 09-Jan-2023,1243.62,1244,1244,1244,1244,1244,1244,445,5.54,6,445,100
NHPC, N6, 09-Jan-2023,1355.09,1360,1375,1345,1345,1345,1364.18,329,4.49,14,325,98.78
NIACL, EQ, 09-Jan-2023,127.85,129,132.35,128.15,130.1,130.5,130.44,2965947,3868.67,19478,381877,12.88
NIBL, EQ, 09-Jan-2023,21.8,22,22.2,21.25,21.35,21.4,21.58,20501,4.42,168,14049,68.53
NIDAN, SM, 09-Jan-2023,48.4,48.7,50.4,48.7,48.8,48.8,49.32,8000,3.95,7,7000,87.5
NIF100BEES, EQ, 09-Jan-2023,187.67,189.97,189.97,187.68,189.05,189.31,189.23,4099,7.76,171,2652,64.7
NIFTYBEES, EQ, 09-Jan-2023,195.72,195.76,199,195.72,198.15,198.28,197.86,4956377,9806.86,35277,3383112,68.26
NIFTYQLITY, EQ, 09-Jan-2023,14.21,14.21,15.39,13.91,14.36,14.32,14.33,32040,4.59,358,7195,22.46
NIITLTD, EQ, 09-Jan-2023,307.55,310,317.5,310,313.3,312.85,313.46,291842,914.82,7322,116254,39.83
NILAINFRA, EQ, 09-Jan-2023,6.7,6.8,6.8,6.65,6.65,6.7,6.74,140341,9.46,211,90691,64.62
NILASPACES, EQ, 09-Jan-2023,3.55,3.55,3.55,3.4,3.45,3.45,3.48,166722,5.8,269,106356,63.79
NILKAMAL, EQ, 09-Jan-2023,1910.7,1925.05,1949.95,1899.5,1928.05,1927.55,1927.5,1809,34.87,609,947,52.35
NIPPOBATRY, EQ, 09-Jan-2023,395.3,396.6,399,388.55,390.25,390.4,393.66,4216,16.6,308,3373,80
NIRAJ, EQ, 09-Jan-2023,32.5,33.15,33.85,32,32,32.2,32.88,23838,7.84,431,5149,21.6
NITCO, EQ, 09-Jan-2023,28.75,28.35,29.4,28.2,28.3,28.45,28.76,55149,15.86,603,23740,43.05
NITINSPIN, EQ, 09-Jan-2023,204.9,209,224.5,209,221.55,219.8,218.99,1112344,2435.95,23725,442777,39.81
NITIRAJ, EQ, 09-Jan-2023,75.85,80.95,80.95,75.25,75.4,75.5,76.1,1681,1.28,65,1097,65.26
NKIND, EQ, 09-Jan-2023,39.95,39.95,39.95,38.55,39.9,39.9,38.89,265,0.1,11,261,98.49
